"HS2","HS2 ID","Section","Section ID","Trade Value","Year"
"Organic chemicals",629,"Chemical Products",6,184282646,2019
"Pharmaceutical products",630,"Chemical Products",6,570389406,2019
"Fertilizers",631,"Chemical Products",6,239256641,2019
"Paints, dyes, & varnishes",632,"Chemical Products",6,125205853,2019
"Perfumery & cosmetics",633,"Chemical Products",6,163996662,2019
"Soap, cleaners, candles, dental, modelling pastes",634,"Chemical Products",6,77902445,2019
"Glues, starches, & albuminoid products",635,"Chemical Products",6,30402568,2019
"Explosives, matches, & fireworks",636,"Chemical Products",6,8822522,2019
"Photo & movie goods",637,"Chemical Products",6,9996530,2019
"Chemical products n.e.s.",638,"Chemical Products",6,285938037,2019
"Plastics & articles thereof",739,"Plastics and Rubbers",7,928969600,2019
"Rubber & articles thereof",740,"Plastics and Rubbers",7,243255598,2019
"Raw hides & skin (non-fur)",841,"Animal Hides",8,2740370,2019
"Leather articles",842,"Animal Hides",8,70943529,2019
"Furskins, articifial fur, & articles",843,"Animal Hides",8,54630,2019
"Wood, wood articles, & charcoal",944,"Wood Products",9,100805666,2019
"Cork & cork articles",945,"Wood Products",9,147140,2019
"Straw & esparto manufactures",946,"Wood Products",9,1791366,2019
"Wood pulp & paper scrap",1047,"Paper Goods",10,10578083,2019
"Paper articles",1048,"Paper Goods",10,511257415,2019
"Books, newspapers, & other prints",1049,"Paper Goods",10,61988196,2019
"Silk",1150,"Textiles",11,215163,2019
"Wool & animal hair",1151,"Textiles",11,341681,2019
"Cotton",1152,"Textiles",11,138632879,2019
"Vegetable textile fibers, paper yarn & fabrics",1153,"Textiles",11,1774363,2019
"Man-made filaments",1154,"Textiles",11,200581238,2019
"Man-made staple fibres",1155,"Textiles",11,200046500,2019
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Textiles",11,36022164,2019
"Carpets & textile floor covers",1157,"Textiles",11,16961101,2019
"Special woven fabrics and tapestries",1158,"Textiles",11,19090441,2019
"Coated, covered, & laminated fabrics for industrial use",1159,"Textiles",11,24169050,2019
"Knitted fabrics",1160,"Textiles",11,112745676,2019
"Knitted clothing accesories",1161,"Textiles",11,155865124,2019
"Non-knitted clothing accesories",1162,"Textiles",11,138539887,2019
"Used clothes & textile articles",1163,"Textiles",11,268731460,2019
"Footwear",1264,"Footwear and Headwear",12,168659425,2019
"Headgear",1265,"Footwear and Headwear",12,12897626,2019
"Umbrellas, walking sticks, & whips",1266,"Footwear and Headwear",12,9995137,2019
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Footwear and Headwear",12,15391819,2019
"Stone, plaster, cement, asbestos, mica.",1368,"Stone And Glass",13,38850984,2019
"Ceramic products",1369,"Stone And Glass",13,125881728,2019
"Glass & glassware",1370,"Stone And Glass",13,112879848,2019
"Precious stones, metals, & pearls",1471,"Precious Metals",14,72690706,2019
"Iron & steel",1572,"Metals",15,976019282,2019
"Iron or steel articles",1573,"Metals",15,395990068,2019
"Copper articles",1574,"Metals",15,54408677,2019
"Nickel articles",1575,"Metals",15,506118,2019
"Aluminum articles",1576,"Metals",15,150869010,2019
"Lead articles",1578,"Metals",15,894107,2019
"Zinc articles",1579,"Metals",15,30794997,2019
"Tin articles",1580,"Metals",15,685218,2019
"Cermet articles",1581,"Metals",15,508186,2019
"Tools & cutlery",1582,"Metals",15,69940997,2019
"Miscellaneous metal products",1583,"Metals",15,88725273,2019
"Machinery, mechanical appliances, & parts",1684,"Machines",16,1739865676,2019
"Electrical machinery and electronics",1685,"Machines",16,1687620317,2019
"Railway and trams",1786,"Transportation",17,93686404,2019
"Cars, tractors, trucks & parts thereof.",1787,"Transportation",17,1311844355,2019
"Aircraft and spacecraft",1788,"Transportation",17,280513961,2019
"Ships, boats, & floating structures",1789,"Transportation",17,303008481,2019
"Optical, photo, & film equipment; medical instruments",1890,"Instruments",18,274421474,2019
"Clocks, watches, & parts",1891,"Instruments",18,6899094,2019
"Musical instruments",1892,"Instruments",18,4077272,2019
"Weapons",1993,"Weapons",19,74880055,2019
"Furniture, bedding, lamps, & prefab buildings",2094,"Miscellaneous",20,247761376,2019
"Toys, games, & sports",2095,"Miscellaneous",20,34214075,2019
"Misc. manufactures",2096,"Miscellaneous",20,66408646,2019
"Art & antiques",2197,"Arts and Antiques",21,1929722,2019
"Live animals",101,"Animal Products",1,14668781,2020
"Meat & edible offal",102,"Animal Products",1,6928703,2020
"Fish, crustaceans, & molluscs",103,"Animal Products",1,23144627,2020
"Edible products of animal origin, n.e.s.",104,"Animal Products",1,103538797,2020
"Animal originated products, n.e.s.",105,"Animal Products",1,1342332,2020
"Live trees, plants, bulbs, cut flowers, & ornamental foliage",206,"Vegetable Products",2,5879656,2020
"Edible vegetables, roots, & tubers",207,"Vegetable Products",2,75896076,2020
"Edible fruits, nuts & fruit peels",208,"Vegetable Products",2,44910399,2020
"Coffee, tea, mate & spices",209,"Vegetable Products",2,83039323,2020
"Cereals",210,"Vegetable Products",2,761674132,2020
"Products of the milling industry",211,"Vegetable Products",2,34149458,2020
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Vegetable Products",2,70056924,2020
"Natural gums, resins & other vegetable extracts",213,"Vegetable Products",2,3057484,2020
"Vegetable plaiting materials & products, n.e.s.",214,"Vegetable Products",2,799460,2020
"Animal or vegetable fats, oils, & waxes",315,"Animal and Vegetable Bi-Products",3,725229756,2020
"Preparations of fish, crustacenas, & molluscs",416,"Foodstuffs",4,25581683,2020
"Sugars & confectioneries",417,"Foodstuffs",4,309398456,2020
"Cocoa & cocoa preparations",418,"Foodstuffs",4,18243599,2020
"Preparations of cereals, flour, starch or milk",419,"Foodstuffs",4,80449229,2020
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Foodstuffs",4,36953187,2020
"Miscellaneous edible preparations",421,"Foodstuffs",4,102055479,2020
"Beverages, spirits, & vinegar",422,"Foodstuffs",4,97603533,2020
"Food residues & wastes; animal fodder",423,"Foodstuffs",4,100501286,2020
"Tobacco & substitutes",424,"Foodstuffs",4,20822586,2020
"Salt, sulphur, cement, lime, stone, & plaster",525,"Mineral Products",5,130688998,2020
"Ores, slag and ash",526,"Mineral Products",5,6993923,2020
"Mineral fuels, mineral oils and products of their distillation",527,"Mineral Products",5,2428910252,2020
"Inorganic chemicals",628,"Chemical Products",6,164297827,2020
"Organic chemicals",629,"Chemical Products",6,229639666,2020
"Pharmaceutical products",630,"Chemical Products",6,625150178,2020
"Fertilizers",631,"Chemical Products",6,276220731,2020
"Paints, dyes, & varnishes",632,"Chemical Products",6,139923304,2020
"Perfumery & cosmetics",633,"Chemical Products",6,151285221,2020
"Soap, cleaners, candles, dental, modelling pastes",634,"Chemical Products",6,81952994,2020
"Glues, starches, & albuminoid products",635,"Chemical Products",6,28141423,2020
"Explosives, matches, & fireworks",636,"Chemical Products",6,6367406,2020
"Photo & movie goods",637,"Chemical Products",6,9748325,2020
"Chemical products n.e.s.",638,"Chemical Products",6,367481779,2020
"Plastics & articles thereof",739,"Plastics and Rubbers",7,944384651,2020
"Rubber & articles thereof",740,"Plastics and Rubbers",7,235187804,2020
"Raw hides & skin (non-fur)",841,"Animal Hides",8,2978039,2020
"Leather articles",842,"Animal Hides",8,58367369,2020
"Furskins, articifial fur, & articles",843,"Animal Hides",8,38803,2020
"Wood, wood articles, & charcoal",944,"Wood Products",9,143492785,2020
"Cork & cork articles",945,"Wood Products",9,77246,2020
"Straw & esparto manufactures",946,"Wood Products",9,1723629,2020
"Wood pulp & paper scrap",1047,"Paper Goods",10,9582390,2020
"Paper articles",1048,"Paper Goods",10,422703508,2020
"Books, newspapers, & other prints",1049,"Paper Goods",10,39177704,2020
"Silk",1150,"Textiles",11,32799,2020
"Wool & animal hair",1151,"Textiles",11,354856,2020
"Cotton",1152,"Textiles",11,104387242,2020
"Vegetable textile fibers, paper yarn & fabrics",1153,"Textiles",11,1438095,2020
"Man-made filaments",1154,"Textiles",11,171472340,2020
"Man-made staple fibres",1155,"Textiles",11,210730579,2020
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Textiles",11,33036220,2020
"Carpets & textile floor covers",1157,"Textiles",11,19854050,2020
"Special woven fabrics and tapestries",1158,"Textiles",11,18561407,2020
"Coated, covered, & laminated fabrics for industrial use",1159,"Textiles",11,20358024,2020
"Knitted fabrics",1160,"Textiles",11,99500010,2020
"Knitted clothing accesories",1161,"Textiles",11,190360102,2020
"Non-knitted clothing accesories",1162,"Textiles",11,154043190,2020
"Used clothes & textile articles",1163,"Textiles",11,261049635,2020
"Footwear",1264,"Footwear and Headwear",12,148850880,2020
"Headgear",1265,"Footwear and Headwear",12,11819022,2020
"Umbrellas, walking sticks, & whips",1266,"Footwear and Headwear",12,9702808,2020
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Footwear and Headwear",12,9707961,2020
"Stone, plaster, cement, asbestos, mica.",1368,"Stone And Glass",13,47645539,2020
"Ceramic products",1369,"Stone And Glass",13,137810725,2020
"Glass & glassware",1370,"Stone And Glass",13,98089080,2020
"Precious stones, metals, & pearls",1471,"Precious Metals",14,42979412,2020
"Iron & steel",1572,"Metals",15,1092405616,2020
"Iron or steel articles",1573,"Metals",15,416535652,2020
"Copper articles",1574,"Metals",15,58647312,2020
"Nickel articles",1575,"Metals",15,589322,2020
"Aluminum articles",1576,"Metals",15,127903211,2020
"Lead articles",1578,"Metals",15,2306484,2020
"Zinc articles",1579,"Metals",15,45516142,2020
"Tin articles",1580,"Metals",15,1404701,2020
"Cermet articles",1581,"Metals",15,221545,2020
"Tools & cutlery",1582,"Metals",15,76356803,2020
"Miscellaneous metal products",1583,"Metals",15,101256044,2020
"Machinery, mechanical appliances, & parts",1684,"Machines",16,1500738784,2020
"Electrical machinery and electronics",1685,"Machines",16,1590184572,2020
"Railway and trams",1786,"Transportation",17,143366508,2020
"Cars, tractors, trucks & parts thereof.",1787,"Transportation",17,1255091382,2020
"Aircraft and spacecraft",1788,"Transportation",17,274115447,2020
"Ships, boats, & floating structures",1789,"Transportation",17,20863051,2020
"Optical, photo, & film equipment; medical instruments",1890,"Instruments",18,244743841,2020
"Clocks, watches, & parts",1891,"Instruments",18,3655751,2020
"Musical instruments",1892,"Instruments",18,2117921,2020
"Weapons",1993,"Weapons",19,26966495,2020
"Furniture, bedding, lamps, & prefab buildings",2094,"Miscellaneous",20,263731632,2020
"Toys, games, & sports",2095,"Miscellaneous",20,35912796,2020
"Misc. manufactures",2096,"Miscellaneous",20,52587892,2020
"Art & antiques",2197,"Arts and Antiques",21,1240289,2020
"Live animals",101,"Animal Products",1,21488717,2021
"Meat & edible offal",102,"Animal Products",1,9655461,2021
"Fish, crustaceans, & molluscs",103,"Animal Products",1,26931183,2021
"Edible products of animal origin, n.e.s.",104,"Animal Products",1,105625208,2021
"Animal originated products, n.e.s.",105,"Animal Products",1,1791761,2021
"Live trees, plants, bulbs, cut flowers, & ornamental foliage",206,"Vegetable Products",2,8948133,2021
"Edible vegetables, roots, & tubers",207,"Vegetable Products",2,111540949,2021
"Edible fruits, nuts & fruit peels",208,"Vegetable Products",2,46641026,2021
"Coffee, tea, mate & spices",209,"Vegetable Products",2,98256082,2021
"Cereals",210,"Vegetable Products",2,942994908,2021
"Products of the milling industry",211,"Vegetable Products",2,55292236,2021
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Vegetable Products",2,54677307,2021
"Natural gums, resins & other vegetable extracts",213,"Vegetable Products",2,4053775,2021
"Vegetable plaiting materials & products, n.e.s.",214,"Vegetable Products",2,1430069,2021
"Animal or vegetable fats, oils, & waxes",315,"Animal and Vegetable Bi-Products",3,1405165455,2021
"Preparations of fish, crustacenas, & molluscs",416,"Foodstuffs",4,29469000,2021
"Sugars & confectioneries",417,"Foodstuffs",4,269108131,2021
"Cocoa & cocoa preparations",418,"Foodstuffs",4,22736141,2021
"Preparations of cereals, flour, starch or milk",419,"Foodstuffs",4,67358068,2021
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Foodstuffs",4,39875873,2021
"Miscellaneous edible preparations",421,"Foodstuffs",4,112707455,2021
"Beverages, spirits, & vinegar",422,"Foodstuffs",4,128849423,2021
"Food residues & wastes; animal fodder",423,"Foodstuffs",4,102860990,2021
"Tobacco & substitutes",424,"Foodstuffs",4,40975719,2021
"Salt, sulphur, cement, lime, stone, & plaster",525,"Mineral Products",5,107263566,2021
"Ores, slag and ash",526,"Mineral Products",5,19755022,2021
"Mineral fuels, mineral oils and products of their distillation",527,"Mineral Products",5,3826860932,2021
"Inorganic chemicals",628,"Chemical Products",6,152898937,2021
"Organic chemicals",629,"Chemical Products",6,268486521,2021
"Pharmaceutical products",630,"Chemical Products",6,781356131,2021
"Fertilizers",631,"Chemical Products",6,291849891,2021
"Paints, dyes, & varnishes",632,"Chemical Products",6,157994256,2021
"Perfumery & cosmetics",633,"Chemical Products",6,182587228,2021
"Soap, cleaners, candles, dental, modelling pastes",634,"Chemical Products",6,98481334,2021
"Glues, starches, & albuminoid products",635,"Chemical Products",6,35864237,2021
"Explosives, matches, & fireworks",636,"Chemical Products",6,10729821,2021
"Photo & movie goods",637,"Chemical Products",6,8341970,2021
"Chemical products n.e.s.",638,"Chemical Products",6,346213330,2021
"Plastics & articles thereof",739,"Plastics and Rubbers",7,1233590253,2021
"Rubber & articles thereof",740,"Plastics and Rubbers",7,294143565,2021
"Raw hides & skin (non-fur)",841,"Animal Hides",8,3515397,2021
"Leather articles",842,"Animal Hides",8,84907812,2021
"Furskins, articifial fur, & articles",843,"Animal Hides",8,47039,2021
"Wood, wood articles, & charcoal",944,"Wood Products",9,145628625,2021
"Cork & cork articles",945,"Wood Products",9,233851,2021
"Straw & esparto manufactures",946,"Wood Products",9,1706097,2021
"Wood pulp & paper scrap",1047,"Paper Goods",10,11154810,2021
"Paper articles",1048,"Paper Goods",10,524216924,2021
"Books, newspapers, & other prints",1049,"Paper Goods",10,55282372,2021
"Silk",1150,"Textiles",11,139806,2021
"Wool & animal hair",1151,"Textiles",11,408666,2021
"Cotton",1152,"Textiles",11,137819193,2021
"Vegetable textile fibers, paper yarn & fabrics",1153,"Textiles",11,2043746,2021
"Man-made filaments",1154,"Textiles",11,201207847,2021
"Man-made staple fibres",1155,"Textiles",11,267432946,2021
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Textiles",11,44971696,2021
"Carpets & textile floor covers",1157,"Textiles",11,22691539,2021
"Special woven fabrics and tapestries",1158,"Textiles",11,25142554,2021
"Coated, covered, & laminated fabrics for industrial use",1159,"Textiles",11,26623080,2021
"Knitted fabrics",1160,"Textiles",11,142630186,2021
"Knitted clothing accesories",1161,"Textiles",11,233714938,2021
"Non-knitted clothing accesories",1162,"Textiles",11,158168907,2021
"Used clothes & textile articles",1163,"Textiles",11,361436496,2021
"Footwear",1264,"Footwear and Headwear",12,183727615,2021
"Headgear",1265,"Footwear and Headwear",12,12731995,2021
"Umbrellas, walking sticks, & whips",1266,"Footwear and Headwear",12,8713153,2021
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Footwear and Headwear",12,22978823,2021
"Stone, plaster, cement, asbestos, mica.",1368,"Stone And Glass",13,42797648,2021
"Ceramic products",1369,"Stone And Glass",13,155594886,2021
"Glass & glassware",1370,"Stone And Glass",13,128506627,2021
"Precious stones, metals, & pearls",1471,"Precious Metals",14,17229139,2021
"Iron & steel",1572,"Metals",15,1490156899,2021
"Iron or steel articles",1573,"Metals",15,500748516,2021
"Copper articles",1574,"Metals",15,59246735,2021
"Nickel articles",1575,"Metals",15,672554,2021
"Aluminum articles",1576,"Metals",15,147368330,2021
"Lead articles",1578,"Metals",15,3192049,2021
"Zinc articles",1579,"Metals",15,47118917,2021
"Tin articles",1580,"Metals",15,1624060,2021
"Cermet articles",1581,"Metals",15,552943,2021
"Tools & cutlery",1582,"Metals",15,73566848,2021
"Miscellaneous metal products",1583,"Metals",15,100440330,2021
"Machinery, mechanical appliances, & parts",1684,"Machines",16,1644048555,2021
"Electrical machinery and electronics",1685,"Machines",16,1511427117,2021
"Railway and trams",1786,"Transportation",17,46443686,2021
"Cars, tractors, trucks & parts thereof.",1787,"Transportation",17,1617267319,2021
"Aircraft and spacecraft",1788,"Transportation",17,161993374,2021
"Ships, boats, & floating structures",1789,"Transportation",17,316849259,2021
"Optical, photo, & film equipment; medical instruments",1890,"Instruments",18,332997797,2021
"Clocks, watches, & parts",1891,"Instruments",18,4774831,2021
"Musical instruments",1892,"Instruments",18,3365396,2021
"Weapons",1993,"Weapons",19,31627352,2021
"Furniture, bedding, lamps, & prefab buildings",2094,"Miscellaneous",20,309484701,2021
"Toys, games, & sports",2095,"Miscellaneous",20,47501283,2021
"Misc. manufactures",2096,"Miscellaneous",20,67718463,2021
"Art & antiques",2197,"Arts and Antiques",21,2671198,2021
"Live animals",101,"Animal Products",1,25896723,2022
"Meat & edible offal",102,"Animal Products",1,17022300,2022
"Fish, crustaceans, & molluscs",103,"Animal Products",1,17552069,2022
"Edible products of animal origin, n.e.s.",104,"Animal Products",1,141919538,2022
"Animal originated products, n.e.s.",105,"Animal Products",1,1397862,2022
"Live trees, plants, bulbs, cut flowers, & ornamental foliage",206,"Vegetable Products",2,8770717,2022
"Edible vegetables, roots, & tubers",207,"Vegetable Products",2,57531202,2022
"Edible fruits, nuts & fruit peels",208,"Vegetable Products",2,36968873,2022
"Coffee, tea, mate & spices",209,"Vegetable Products",2,30380507,2022
"Cereals",210,"Vegetable Products",2,1103770917,2022
"Products of the milling industry",211,"Vegetable Products",2,48998012,2022
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Vegetable Products",2,88410072,2022
"Natural gums, resins & other vegetable extracts",213,"Vegetable Products",2,4454170,2022
"Vegetable plaiting materials & products, n.e.s.",214,"Vegetable Products",2,1337721,2022
"Animal or vegetable fats, oils, & waxes",315,"Animal and Vegetable Bi-Products",3,1479123828,2022
"Preparations of fish, crustacenas, & molluscs",416,"Foodstuffs",4,17122352.999999996,2022
"Sugars & confectioneries",417,"Foodstuffs",4,306915061,2022
"Cocoa & cocoa preparations",418,"Foodstuffs",4,22617589,2022
"Preparations of cereals, flour, starch or milk",419,"Foodstuffs",4,92628641,2022
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Foodstuffs",4,55333150,2022
"Miscellaneous edible preparations",421,"Foodstuffs",4,129266320,2022
"Beverages, spirits, & vinegar",422,"Foodstuffs",4,148004526,2022
"Food residues & wastes; animal fodder",423,"Foodstuffs",4,109050013,2022
"Tobacco & substitutes",424,"Foodstuffs",4,45010134,2022
"Salt, sulphur, cement, lime, stone, & plaster",525,"Mineral Products",5,75679976,2022
"Ores, slag and ash",526,"Mineral Products",5,46137737,2022
"Mineral fuels, mineral oils and products of their distillation",527,"Mineral Products",5,5953385831,2022
"Inorganic chemicals",628,"Chemical Products",6,184713909,2022
"Organic chemicals",629,"Chemical Products",6,278585958,2022
"Pharmaceutical products",630,"Chemical Products",6,717086867,2022
"Fertilizers",631,"Chemical Products",6,500471014,2022
"Paints, dyes, & varnishes",632,"Chemical Products",6,158563270,2022
"Perfumery & cosmetics",633,"Chemical Products",6,184830364,2022
"Soap, cleaners, candles, dental, modelling pastes",634,"Chemical Products",6,103405738,2022
"Glues, starches, & albuminoid products",635,"Chemical Products",6,39466635,2022
"Explosives, matches, & fireworks",636,"Chemical Products",6,17988773,2022
"Photo & movie goods",637,"Chemical Products",6,10327866,2022
"Chemical products n.e.s.",638,"Chemical Products",6,414896357,2022
"Plastics & articles thereof",739,"Plastics and Rubbers",7,1314127740,2022
"Rubber & articles thereof",740,"Plastics and Rubbers",7,282801714,2022
"Raw hides & skin (non-fur)",841,"Animal Hides",8,3332297,2022
"Leather articles",842,"Animal Hides",8,110811946,2022
"Furskins, articifial fur, & articles",843,"Animal Hides",8,64032,2022
"Wood, wood articles, & charcoal",944,"Wood Products",9,123871910,2022
"Cork & cork articles",945,"Wood Products",9,86444,2022
"Straw & esparto manufactures",946,"Wood Products",9,3022462,2022
"Wood pulp & paper scrap",1047,"Paper Goods",10,26464750,2022
"Paper articles",1048,"Paper Goods",10,596859550,2022
"Books, newspapers, & other prints",1049,"Paper Goods",10,119445744,2022
"Silk",1150,"Textiles",11,71711,2022
"Wool & animal hair",1151,"Textiles",11,358996,2022
"Cotton",1152,"Textiles",11,167838243,2022
"Vegetable textile fibers, paper yarn & fabrics",1153,"Textiles",11,2268186,2022
"Man-made filaments",1154,"Textiles",11,231499569,2022
"Man-made staple fibres",1155,"Textiles",11,272398735,2022
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Textiles",11,49021835,2022
"Carpets & textile floor covers",1157,"Textiles",11,22394449,2022
"Special woven fabrics and tapestries",1158,"Textiles",11,30768992,2022
"Coated, covered, & laminated fabrics for industrial use",1159,"Textiles",11,29201020,2022
"Knitted fabrics",1160,"Textiles",11,160850332,2022
"Knitted clothing accesories",1161,"Textiles",11,266401284,2022
"Non-knitted clothing accesories",1162,"Textiles",11,205497777,2022
"Used clothes & textile articles",1163,"Textiles",11,345804411,2022
"Footwear",1264,"Footwear and Headwear",12,243974288.00000003,2022
"Headgear",1265,"Footwear and Headwear",12,13889776,2022
"Umbrellas, walking sticks, & whips",1266,"Footwear and Headwear",12,10947715,2022
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Footwear and Headwear",12,14680621,2022
"Stone, plaster, cement, asbestos, mica.",1368,"Stone And Glass",13,47880609,2022
"Ceramic products",1369,"Stone And Glass",13,161026801,2022
"Glass & glassware",1370,"Stone And Glass",13,153937244,2022
"Precious stones, metals, & pearls",1471,"Precious Metals",14,55064792,2022
"Iron & steel",1572,"Metals",15,1271086483,2022
"Iron or steel articles",1573,"Metals",15,494161300,2022
"Copper articles",1574,"Metals",15,67941318,2022
"Nickel articles",1575,"Metals",15,864102,2022
"Aluminum articles",1576,"Metals",15,188429705,2022
"Lead articles",1578,"Metals",15,2741517,2022
"Zinc articles",1579,"Metals",15,25228926,2022
"Tin articles",1580,"Metals",15,1226863,2022
"Cermet articles",1581,"Metals",15,1219066,2022
"Tools & cutlery",1582,"Metals",15,83296772,2022
"Miscellaneous metal products",1583,"Metals",15,133212257,2022
"Machinery, mechanical appliances, & parts",1684,"Machines",16,1670032537,2022
"Electrical machinery and electronics",1685,"Machines",16,1321879007,2022
"Railway and trams",1786,"Transportation",17,48968679,2022
"Cars, tractors, trucks & parts thereof.",1787,"Transportation",17,1412078028,2022
"Aircraft and spacecraft",1788,"Transportation",17,157530140,2022
"Ships, boats, & floating structures",1789,"Transportation",17,42737719,2022
"Optical, photo, & film equipment; medical instruments",1890,"Instruments",18,280090795,2022
"Clocks, watches, & parts",1891,"Instruments",18,6760309,2022
"Musical instruments",1892,"Instruments",18,3516489,2022
"Weapons",1993,"Weapons",19,50318405,2022
"Furniture, bedding, lamps, & prefab buildings",2094,"Miscellaneous",20,389880375,2022
"Toys, games, & sports",2095,"Miscellaneous",20,56303356,2022
"Misc. manufactures",2096,"Miscellaneous",20,84737929,2022
"Art & antiques",2197,"Arts and Antiques",21,510585,2022