HS2,HS2 ID,Section,Section ID,Trade Value,Year
Inorganic chemicals,628,Chemical Products,6,82072128,2019
Organic chemicals,629,Chemical Products,6,6239975,2019
Pharmaceutical products,630,Chemical Products,6,124910706,2019
Fertilizers,631,Chemical Products,6,24040403,2019
"Paints, dyes, & varnishes",632,Chemical Products,6,28051293,2019
Perfumery & cosmetics,633,Chemical Products,6,34217525,2019
"Soap, cleaners, candles, dental, modelling pastes",634,Chemical Products,6,104702686,2019
"Glues, starches, & albuminoid products",635,Chemical Products,6,7279617,2019
"Explosives, matches, & fireworks",636,Chemical Products,6,5732153,2019
Photo & movie goods,637,Chemical Products,6,161427,2019
Chemical products n.e.s.,638,Chemical Products,6,37580456,2019
Plastics & articles thereof,739,Plastics and Rubbers,7,115381423,2019
Rubber & articles thereof,740,Plastics and Rubbers,7,6265851,2019
Raw hides & skin (non-fur),841,Animal Hides,8,37916997,2019
Leather articles,842,Animal Hides,8,3856909,2019
"Furskins, articifial fur, & articles",843,Animal Hides,8,12531,2019
"Wood, wood articles, & charcoal",944,Wood Products,9,12632782,2019
Cork & cork articles,945,Wood Products,9,16743,2019
Straw & esparto manufactures,946,Wood Products,9,1955830,2019
Wood pulp & paper scrap,1047,Paper Goods,10,566118,2019
Paper articles,1048,Paper Goods,10,80646158,2019
"Books, newspapers, & other prints",1049,Paper Goods,10,33659775,2019
Silk,1150,Textiles,11,162120,2019
Wool & animal hair,1151,Textiles,11,3696814,2019
Cotton,1152,Textiles,11,7655777,2019
"Vegetable textile fibers, paper yarn & fabrics",1153,Textiles,11,40898037,2019
Man-made filaments,1154,Textiles,11,572532,2019
Man-made staple fibres,1155,Textiles,11,10607829,2019
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Textiles,11,5999447,2019
Carpets & textile floor covers,1157,Textiles,11,329064,2019
Special woven fabrics and tapestries,1158,Textiles,11,404993,2019
"Coated, covered, & laminated fabrics for industrial use",1159,Textiles,11,563718,2019
Knitted fabrics,1160,Textiles,11,574546,2019
Knitted clothing accesories,1161,Textiles,11,127193243,2019
Non-knitted clothing accesories,1162,Textiles,11,245427032,2019
Used clothes & textile articles,1163,Textiles,11,29138247,2019
Footwear,1264,Footwear and Headwear,12,38646801,2019
Headgear,1265,Footwear and Headwear,12,348621,2019
"Umbrellas, walking sticks, & whips",1266,Footwear and Headwear,12,143766,2019
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,Footwear and Headwear,12,12609959,2019
"Stone, plaster, cement, asbestos, mica.",1368,Stone And Glass,13,7230587,2019
Ceramic products,1369,Stone And Glass,13,7096649,2019
Glass & glassware,1370,Stone And Glass,13,14638738,2019
"Precious stones, metals, & pearls",1471,Precious Metals,14,364599114,2019
Iron & steel,1572,Metals,15,142830828,2019
Iron or steel articles,1573,Metals,15,47398713,2019
Copper articles,1574,Metals,15,36195895,2019
Nickel articles,1575,Metals,15,26287,2019
Aluminum articles,1576,Metals,15,20020152,2019
Lead articles,1578,Metals,15,2199097,2019
Zinc articles,1579,Metals,15,2264241,2019
Tin articles,1580,Metals,15,420054,2019
Cermet articles,1581,Metals,15,214945,2019
Tools & cutlery,1582,Metals,15,4572622,2019
Miscellaneous metal products,1583,Metals,15,22245027,2019
"Machinery, mechanical appliances, & parts",1684,Machines,16,168734184,2019
Electrical machinery and electronics,1685,Machines,16,79658441,2019
Railway and trams,1786,Transportation,17,3122691,2019
"Cars, tractors, trucks & parts thereof.",1787,Transportation,17,88519360,2019
Aircraft and spacecraft,1788,Transportation,17,12882975,2019
"Ships, boats, & floating structures",1789,Transportation,17,9509186,2019
"Optical, photo, & film equipment; medical instruments",1890,Instruments,18,24284335,2019
"Clocks, watches, & parts",1891,Instruments,18,313764,2019
Musical instruments,1892,Instruments,18,188772,2019
Weapons,1993,Weapons,19,26846,2019
"Furniture, bedding, lamps, & prefab buildings",2094,Miscellaneous,20,20958627,2019
"Toys, games, & sports",2095,Miscellaneous,20,14712601,2019
Misc. manufactures,2096,Miscellaneous,20,20746511,2019
Art & antiques,2197,Arts and Antiques,21,1205974,2019
Live animals,101,Animal Products,1,7768599,2020
Meat & edible offal,102,Animal Products,1,84716036,2020
"Fish, crustaceans, & molluscs",103,Animal Products,1,32326784,2020
"Edible products of animal origin, n.e.s.",104,Animal Products,1,2121585,2020
"Animal originated products, n.e.s.",105,Animal Products,1,2531023,2020
"Live trees, plants, bulbs, cut flowers, & ornamental foliage",206,Vegetable Products,2,661806035,2020
"Edible vegetables, roots, & tubers",207,Vegetable Products,2,255910266,2020
"Edible fruits, nuts & fruit peels",208,Vegetable Products,2,265679291,2020
"Coffee, tea, mate & spices",209,Vegetable Products,2,1457919418,2020
Cereals,210,Vegetable Products,2,42492905,2020
Products of the milling industry,211,Vegetable Products,2,3679194,2020
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,Vegetable Products,2,67424619,2020
"Natural gums, resins & other vegetable extracts",213,Vegetable Products,2,22441043,2020
"Vegetable plaiting materials & products, n.e.s.",214,Vegetable Products,2,1414138,2020
"Animal or vegetable fats, oils, & waxes",315,Animal and Vegetable Bi-Products,3,196689174,2020
"Preparations of fish, crustacenas, & molluscs",416,Foodstuffs,4,8659711,2020
Sugars & confectioneries,417,Foodstuffs,4,56261268,2020
Cocoa & cocoa preparations,418,Foodstuffs,4,18234630,2020
"Preparations of cereals, flour, starch or milk",419,Foodstuffs,4,36332056,2020
"Preparations of vegetables, fruit, nuts or other plant parts",420,Foodstuffs,4,145495933,2020
Miscellaneous edible preparations,421,Foodstuffs,4,116690303,2020
"Beverages, spirits, & vinegar",422,Foodstuffs,4,31168073,2020
Food residues & wastes; animal fodder,423,Foodstuffs,4,27539826,2020
Tobacco & substitutes,424,Foodstuffs,4,154618946,2020
"Salt, sulphur, cement, lime, stone, & plaster",525,Mineral Products,5,86262705,2020
"Ores, slag and ash",526,Mineral Products,5,277501786,2020
"Mineral fuels, mineral oils and products of their distillation",527,Mineral Products,5,315810192,2020
Inorganic chemicals,628,Chemical Products,6,72389759,2020
Organic chemicals,629,Chemical Products,6,8500996,2020
Pharmaceutical products,630,Chemical Products,6,131586048,2020
Fertilizers,631,Chemical Products,6,25016326,2020
"Paints, dyes, & varnishes",632,Chemical Products,6,25873456,2020
Perfumery & cosmetics,633,Chemical Products,6,37025429,2020
"Soap, cleaners, candles, dental, modelling pastes",634,Chemical Products,6,116228481,2020
"Glues, starches, & albuminoid products",635,Chemical Products,6,7075502,2020
"Explosives, matches, & fireworks",636,Chemical Products,6,7395697,2020
Photo & movie goods,637,Chemical Products,6,285192,2020
Chemical products n.e.s.,638,Chemical Products,6,48317261,2020
Plastics & articles thereof,739,Plastics and Rubbers,7,120319656,2020
Rubber & articles thereof,740,Plastics and Rubbers,7,5162315,2020
Raw hides & skin (non-fur),841,Animal Hides,8,24272893,2020
Leather articles,842,Animal Hides,8,2411355,2020
"Furskins, articifial fur, & articles",843,Animal Hides,8,17775,2020
"Wood, wood articles, & charcoal",944,Wood Products,9,12280846,2020
Cork & cork articles,945,Wood Products,9,134240,2020
Straw & esparto manufactures,946,Wood Products,9,3527981,2020
Wood pulp & paper scrap,1047,Paper Goods,10,456717,2020
Paper articles,1048,Paper Goods,10,78814935,2020
"Books, newspapers, & other prints",1049,Paper Goods,10,47390012,2020
Silk,1150,Textiles,11,388,2020
Wool & animal hair,1151,Textiles,11,1845729,2020
Cotton,1152,Textiles,11,2581541,2020
"Vegetable textile fibers, paper yarn & fabrics",1153,Textiles,11,48105573,2020
Man-made filaments,1154,Textiles,11,530126,2020
Man-made staple fibres,1155,Textiles,11,12057266,2020
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Textiles,11,9175278,2020
Carpets & textile floor covers,1157,Textiles,11,255298,2020
Special woven fabrics and tapestries,1158,Textiles,11,354499,2020
"Coated, covered, & laminated fabrics for industrial use",1159,Textiles,11,297141,2020
Knitted fabrics,1160,Textiles,11,629483,2020
Knitted clothing accesories,1161,Textiles,11,124793540,2020
Non-knitted clothing accesories,1162,Textiles,11,223006227,2020
Used clothes & textile articles,1163,Textiles,11,30438201,2020
Footwear,1264,Footwear and Headwear,12,40440247,2020
Headgear,1265,Footwear and Headwear,12,435761,2020
"Umbrellas, walking sticks, & whips",1266,Footwear and Headwear,12,208700,2020
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,Footwear and Headwear,12,10242208,2020
"Stone, plaster, cement, asbestos, mica.",1368,Stone And Glass,13,3537573,2020
Ceramic products,1369,Stone And Glass,13,10368250,2020
Glass & glassware,1370,Stone And Glass,13,14139901,2020
"Precious stones, metals, & pearls",1471,Precious Metals,14,434598276,2020
Iron & steel,1572,Metals,15,147054426,2020
Iron or steel articles,1573,Metals,15,46465600,2020
Copper articles,1574,Metals,15,38056904,2020
Nickel articles,1575,Metals,15,9812,2020
Aluminum articles,1576,Metals,15,21978866,2020
Lead articles,1578,Metals,15,1952112,2020
Zinc articles,1579,Metals,15,3574091,2020
Tin articles,1580,Metals,15,396540,2020
Cermet articles,1581,Metals,15,58068,2020
Tools & cutlery,1582,Metals,15,2622489,2020
Miscellaneous metal products,1583,Metals,15,15937934,2020
"Machinery, mechanical appliances, & parts",1684,Machines,16,89682624,2020
Electrical machinery and electronics,1685,Machines,16,69589200,2020
Railway and trams,1786,Transportation,17,3608578,2020
"Cars, tractors, trucks & parts thereof.",1787,Transportation,17,44791577,2020
Aircraft and spacecraft,1788,Transportation,17,6582352,2020
"Ships, boats, & floating structures",1789,Transportation,17,6697953,2020
"Optical, photo, & film equipment; medical instruments",1890,Instruments,18,23355236,2020
"Clocks, watches, & parts",1891,Instruments,18,221063,2020
Musical instruments,1892,Instruments,18,81300,2020
Weapons,1993,Weapons,19,373201,2020
"Furniture, bedding, lamps, & prefab buildings",2094,Miscellaneous,20,23793792,2020
"Toys, games, & sports",2095,Miscellaneous,20,20658222,2020
Misc. manufactures,2096,Miscellaneous,20,14287144,2020
Art & antiques,2197,Arts and Antiques,21,1060881,2020
Live animals,101,Animal Products,1,16565668,2021
Meat & edible offal,102,Animal Products,1,83265729,2021
"Fish, crustaceans, & molluscs",103,Animal Products,1,34992490,2021
"Edible products of animal origin, n.e.s.",104,Animal Products,1,4315575,2021
"Animal originated products, n.e.s.",105,Animal Products,1,1200030,2021
"Live trees, plants, bulbs, cut flowers, & ornamental foliage",206,Vegetable Products,2,854004461,2021
"Edible vegetables, roots, & tubers",207,Vegetable Products,2,310107502,2021
"Edible fruits, nuts & fruit peels",208,Vegetable Products,2,299502768,2021
"Coffee, tea, mate & spices",209,Vegetable Products,2,1495232427,2021
Cereals,210,Vegetable Products,2,36872982,2021
Products of the milling industry,211,Vegetable Products,2,7935147,2021
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,Vegetable Products,2,83764119,2021
"Natural gums, resins & other vegetable extracts",213,Vegetable Products,2,18744312,2021
"Vegetable plaiting materials & products, n.e.s.",214,Vegetable Products,2,394569,2021
"Animal or vegetable fats, oils, & waxes",315,Animal and Vegetable Bi-Products,3,224783178,2021
"Preparations of fish, crustacenas, & molluscs",416,Foodstuffs,4,8191456,2021
Sugars & confectioneries,417,Foodstuffs,4,66445096,2021
Cocoa & cocoa preparations,418,Foodstuffs,4,13100614,2021
"Preparations of cereals, flour, starch or milk",419,Foodstuffs,4,30725413,2021
"Preparations of vegetables, fruit, nuts or other plant parts",420,Foodstuffs,4,120626086,2021
Miscellaneous edible preparations,421,Foodstuffs,4,134964276,2021
"Beverages, spirits, & vinegar",422,Foodstuffs,4,38654344,2021
Food residues & wastes; animal fodder,423,Foodstuffs,4,25103077,2021
Tobacco & substitutes,424,Foodstuffs,4,136696546,2021
"Salt, sulphur, cement, lime, stone, & plaster",525,Mineral Products,5,163560918,2021
"Ores, slag and ash",526,Mineral Products,5,294774327,2021
"Mineral fuels, mineral oils and products of their distillation",527,Mineral Products,5,256093902,2021
Inorganic chemicals,628,Chemical Products,6,83274359,2021
Organic chemicals,629,Chemical Products,6,9627808,2021
Pharmaceutical products,630,Chemical Products,6,142080386,2021
Fertilizers,631,Chemical Products,6,41411137,2021
"Paints, dyes, & varnishes",632,Chemical Products,6,29556665,2021
Perfumery & cosmetics,633,Chemical Products,6,41965928,2021
"Soap, cleaners, candles, dental, modelling pastes",634,Chemical Products,6,137835971,2021
"Glues, starches, & albuminoid products",635,Chemical Products,6,9706270,2021
"Explosives, matches, & fireworks",636,Chemical Products,6,11788241,2021
Photo & movie goods,637,Chemical Products,6,523141,2021
Chemical products n.e.s.,638,Chemical Products,6,47837115,2021
Plastics & articles thereof,739,Plastics and Rubbers,7,146252996,2021
Rubber & articles thereof,740,Plastics and Rubbers,7,4786442,2021
Raw hides & skin (non-fur),841,Animal Hides,8,22538007,2021
Leather articles,842,Animal Hides,8,3151773,2021
"Furskins, articifial fur, & articles",843,Animal Hides,8,27544,2021
"Wood, wood articles, & charcoal",944,Wood Products,9,13507043,2021
Cork & cork articles,945,Wood Products,9,46967,2021
Straw & esparto manufactures,946,Wood Products,9,5193712,2021
Wood pulp & paper scrap,1047,Paper Goods,10,1655127,2021
Paper articles,1048,Paper Goods,10,85777877,2021
"Books, newspapers, & other prints",1049,Paper Goods,10,47378916,2021
Silk,1150,Textiles,11,49365,2021
Wool & animal hair,1151,Textiles,11,3824193,2021
Cotton,1152,Textiles,11,3139318,2021
"Vegetable textile fibers, paper yarn & fabrics",1153,Textiles,11,53431780,2021
Man-made filaments,1154,Textiles,11,804514,2021
Man-made staple fibres,1155,Textiles,11,10645578,2021
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Textiles,11,3678485,2021
Carpets & textile floor covers,1157,Textiles,11,379809,2021
Special woven fabrics and tapestries,1158,Textiles,11,311042,2021
"Coated, covered, & laminated fabrics for industrial use",1159,Textiles,11,441220,2021
Knitted fabrics,1160,Textiles,11,833066,2021
Knitted clothing accesories,1161,Textiles,11,170942197,2021
Non-knitted clothing accesories,1162,Textiles,11,247769221,2021
Used clothes & textile articles,1163,Textiles,11,29954493,2021
Footwear,1264,Footwear and Headwear,12,35849798,2021
Headgear,1265,Footwear and Headwear,12,553571,2021
"Umbrellas, walking sticks, & whips",1266,Footwear and Headwear,12,193493,2021
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,Footwear and Headwear,12,20749936,2021
"Stone, plaster, cement, asbestos, mica.",1368,Stone And Glass,13,3695615,2021
Ceramic products,1369,Stone And Glass,13,13397123,2021
Glass & glassware,1370,Stone And Glass,13,15666837,2021
"Precious stones, metals, & pearls",1471,Precious Metals,14,176842656,2021
Iron & steel,1572,Metals,15,186684918,2021
Iron or steel articles,1573,Metals,15,64357803,2021
Copper articles,1574,Metals,15,59314667,2021
Nickel articles,1575,Metals,15,10657,2021
Aluminum articles,1576,Metals,15,28631083,2021
Lead articles,1578,Metals,15,2594416,2021
Zinc articles,1579,Metals,15,5093408,2021
Tin articles,1580,Metals,15,115460,2021
Cermet articles,1581,Metals,15,279100,2021
Tools & cutlery,1582,Metals,15,2927051,2021
Miscellaneous metal products,1583,Metals,15,16662252,2021
"Machinery, mechanical appliances, & parts",1684,Machines,16,151751225,2021
Electrical machinery and electronics,1685,Machines,16,91802856,2021
Railway and trams,1786,Transportation,17,745952,2021
"Cars, tractors, trucks & parts thereof.",1787,Transportation,17,81189817,2021
Aircraft and spacecraft,1788,Transportation,17,12592276,2021
"Ships, boats, & floating structures",1789,Transportation,17,11909630,2021
"Optical, photo, & film equipment; medical instruments",1890,Instruments,18,41865367,2021
"Clocks, watches, & parts",1891,Instruments,18,210702,2021
Musical instruments,1892,Instruments,18,157144,2021
Weapons,1993,Weapons,19,1203565,2021
"Furniture, bedding, lamps, & prefab buildings",2094,Miscellaneous,20,25873067,2021
"Toys, games, & sports",2095,Miscellaneous,20,28335301,2021
Misc. manufactures,2096,Miscellaneous,20,14755118,2021
Art & antiques,2197,Arts and Antiques,21,1359570,2021
Live animals,101,Animal Products,1,14778734,2022
Meat & edible offal,102,Animal Products,1,102517999,2022
"Fish, crustaceans, & molluscs",103,Animal Products,1,54327804,2022
"Edible products of animal origin, n.e.s.",104,Animal Products,1,4756757,2022
"Animal originated products, n.e.s.",105,Animal Products,1,1207668,2022
"Live trees, plants, bulbs, cut flowers, & ornamental foliage",206,Vegetable Products,2,728957596,2022
"Edible vegetables, roots, & tubers",207,Vegetable Products,2,215643444,2022
"Edible fruits, nuts & fruit peels",208,Vegetable Products,2,343283762,2022
"Coffee, tea, mate & spices",209,Vegetable Products,2,1750143095,2022
Cereals,210,Vegetable Products,2,6946961,2022
Products of the milling industry,211,Vegetable Products,2,9736395,2022
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,Vegetable Products,2,74518423,2022
"Natural gums, resins & other vegetable extracts",213,Vegetable Products,2,16213404,2022
"Vegetable plaiting materials & products, n.e.s.",214,Vegetable Products,2,330068,2022
"Animal or vegetable fats, oils, & waxes",315,Animal and Vegetable Bi-Products,3,277133307,2022
"Preparations of fish, crustacenas, & molluscs",416,Foodstuffs,4,10950912,2022
Sugars & confectioneries,417,Foodstuffs,4,70974753,2022
Cocoa & cocoa preparations,418,Foodstuffs,4,20894271,2022
"Preparations of cereals, flour, starch or milk",419,Foodstuffs,4,20594330,2022
"Preparations of vegetables, fruit, nuts or other plant parts",420,Foodstuffs,4,107739254,2022
Miscellaneous edible preparations,421,Foodstuffs,4,114389943,2022
"Beverages, spirits, & vinegar",422,Foodstuffs,4,45910496,2022
Food residues & wastes; animal fodder,423,Foodstuffs,4,33553434,2022
Tobacco & substitutes,424,Foodstuffs,4,132895702,2022
"Salt, sulphur, cement, lime, stone, & plaster",525,Mineral Products,5,166626539,2022
"Ores, slag and ash",526,Mineral Products,5,402958452,2022
"Mineral fuels, mineral oils and products of their distillation",527,Mineral Products,5,92961334,2022
Inorganic chemicals,628,Chemical Products,6,129579735,2022
Organic chemicals,629,Chemical Products,6,10050266,2022
Pharmaceutical products,630,Chemical Products,6,105975486,2022
Fertilizers,631,Chemical Products,6,42805266,2022
"Paints, dyes, & varnishes",632,Chemical Products,6,29930291,2022
Perfumery & cosmetics,633,Chemical Products,6,42031776,2022
"Soap, cleaners, candles, dental, modelling pastes",634,Chemical Products,6,150052741,2022
"Glues, starches, & albuminoid products",635,Chemical Products,6,12658677,2022
"Explosives, matches, & fireworks",636,Chemical Products,6,9487544,2022
Photo & movie goods,637,Chemical Products,6,280718,2022
Chemical products n.e.s.,638,Chemical Products,6,33099745,2022
Plastics & articles thereof,739,Plastics and Rubbers,7,146920181,2022
Rubber & articles thereof,740,Plastics and Rubbers,7,5979734,2022
Raw hides & skin (non-fur),841,Animal Hides,8,33887608,2022
Leather articles,842,Animal Hides,8,4636037,2022
"Furskins, articifial fur, & articles",843,Animal Hides,8,31606,2022
"Wood, wood articles, & charcoal",944,Wood Products,9,15051774,2022
Cork & cork articles,945,Wood Products,9,27148,2022
Straw & esparto manufactures,946,Wood Products,9,3918181,2022
Wood pulp & paper scrap,1047,Paper Goods,10,1433284,2022
Paper articles,1048,Paper Goods,10,97234524,2022
"Books, newspapers, & other prints",1049,Paper Goods,10,46580769,2022
Silk,1150,Textiles,11,996692,2022
Wool & animal hair,1151,Textiles,11,3597396,2022
Cotton,1152,Textiles,11,2989479,2022
"Vegetable textile fibers, paper yarn & fabrics",1153,Textiles,11,81547353,2022
Man-made filaments,1154,Textiles,11,7271228,2022
Man-made staple fibres,1155,Textiles,11,8151408,2022
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Textiles,11,3923115,2022
Carpets & textile floor covers,1157,Textiles,11,230377,2022
Special woven fabrics and tapestries,1158,Textiles,11,913242,2022
"Coated, covered, & laminated fabrics for industrial use",1159,Textiles,11,453658,2022
Knitted fabrics,1160,Textiles,11,1107709,2022
Knitted clothing accesories,1161,Textiles,11,215697201,2022
Non-knitted clothing accesories,1162,Textiles,11,254747299,2022
Used clothes & textile articles,1163,Textiles,11,24200918,2022
Footwear,1264,Footwear and Headwear,12,27823515,2022
Headgear,1265,Footwear and Headwear,12,1252964,2022
"Umbrellas, walking sticks, & whips",1266,Footwear and Headwear,12,232247,2022
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,Footwear and Headwear,12,25791656,2022
"Stone, plaster, cement, asbestos, mica.",1368,Stone And Glass,13,5936177,2022
Ceramic products,1369,Stone And Glass,13,23133715,2022
Glass & glassware,1370,Stone And Glass,13,16645727,2022
"Precious stones, metals, & pearls",1471,Precious Metals,14,208027744,2022
Iron & steel,1572,Metals,15,186910053,2022
Iron or steel articles,1573,Metals,15,105542721,2022
Copper articles,1574,Metals,15,42218112,2022
Nickel articles,1575,Metals,15,35787,2022
Aluminum articles,1576,Metals,15,19719335,2022
Lead articles,1578,Metals,15,1788450,2022
Zinc articles,1579,Metals,15,5703464,2022
Tin articles,1580,Metals,15,1420996,2022
Cermet articles,1581,Metals,15,98936,2022
Tools & cutlery,1582,Metals,15,2789460,2022
Miscellaneous metal products,1583,Metals,15,29003177,2022
"Machinery, mechanical appliances, & parts",1684,Machines,16,47500366,2022
Electrical machinery and electronics,1685,Machines,16,94082254,2022
Railway and trams,1786,Transportation,17,669881,2022
"Cars, tractors, trucks & parts thereof.",1787,Transportation,17,42262573,2022
Aircraft and spacecraft,1788,Transportation,17,8750116,2022
"Ships, boats, & floating structures",1789,Transportation,17,1889213,2022
"Optical, photo, & film equipment; medical instruments",1890,Instruments,18,22910448,2022
"Clocks, watches, & parts",1891,Instruments,18,80376,2022
Musical instruments,1892,Instruments,18,437548,2022
Weapons,1993,Weapons,19,2127,2022
"Furniture, bedding, lamps, & prefab buildings",2094,Miscellaneous,20,23855887,2022
"Toys, games, & sports",2095,Miscellaneous,20,31707915,2022
Misc. manufactures,2096,Miscellaneous,20,13521901,2022
Art & antiques,2197,Arts and Antiques,21,1593024,2022
